Dublin Core:Title,Dublin Core:Identifier,File,Dublin Core:Creator,Dublin Core:Date,Dublin Core:County,Dublin Core:Subject,Dublin Core:Source,Dublin Core:Rights,Dublin Core:Format,Item Type Metadata:Physical Dimensions,Dublin Core:Language,Item Type,Dublin Core:Coverage,geolocation:latitude,geolocation:longitude,geolocation:zoom_level,geolocation:map_type,geolocation:address
"Franklin, OH by Donna Pratt Franklin",204,http://mappalachia.org/pictures/gallery/full_size/map_204.jpg,Donna Pratt Franklin,,Warren,"Franklin, OH",Berea College Special Collections and Archives,Rights Reserved by: Donna Pratt Franklin,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,39.5709413,-84.2996307,10,,
"Ansted, WV by Jack Bragg",205,http://mappalachia.org/pictures/gallery/full_size/map_205.jpg,Jack Bragg,1965,Fayette,"Ansted, WV",Berea College Special Collections and Archives,Rights Reserved by: Jack Bragg,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.1362201,-81.0995479,10,,
"Marble, NC by Dan Kilpatrick",206,http://mappalachia.org/pictures/gallery/full_size/map_206.jpg,Dan Kilpatrick,1966,Cherckee,"Marble, NC",Berea College Special Collections and Archives,Rights Reserved by: Dan Kilpatrick,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.1742654,-83.9265206,10,,
"Bethel, KY by Bob Colliver",207,http://mappalachia.org/pictures/gallery/full_size/map_207.jpg,Bob Colliver,1969,Bath,"Bethel, KY",Berea College Special Collections and Archives,Rights Reserved by: Bob Colliver,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.2450771,-83.8679779,10,,
"Walkertown, KY by Jerry Tolliver",208,http://mappalachia.org/pictures/gallery/full_size/map_208.jpg,Jerry Tolliver,1964,Perry,"Walkertown, KY",Berea College Special Collections and Archives,Rights Reserved by: Jerry Tolliver,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.2637067,-83.1904506,10,,
"Walkertown, KY by Asbury",209,http://mappalachia.org/pictures/gallery/full_size/map_209.jpg,Asbury,1965,Perry,"Walkertown, KY",Berea College Special Collections and Archives,Rights Reserved by: Asbury,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.2637067,-83.1904506,10,,
"Ross Point, KY by Audie Jaye Stewart",210,http://mappalachia.org/pictures/gallery/full_size/map_210.jpg,Audie Jaye Stewart,1965,Harlan,"Ross Point, KY",Berea College Special Collections and Archives,Rights Reserved by: Audie Jaye Stewart,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.8823117,-83.2893459,10,,
"Kopperston, WV by Brenda Baldwin",211,http://mappalachia.org/pictures/gallery/full_size/map_211.jpg,Brenda Baldwin,1965,Wyoming,"Kopperston, WV",Berea College Special Collections and Archives,Rights Reserved by: Brenda Baldwin,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.7484443,-81.5695525,10,,
"Beckley, KY by E. Rees",212,http://mappalachia.org/pictures/gallery/full_size/map_212.jpg,E. Rees,1965,Raleigh,"Beckley, KY",Berea College Special Collections and Archives,Rights Reserved by: E. Rees,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.7781702,-81.1881557,10,,
"Marshall, KY by Ginger Crain",213,http://mappalachia.org/pictures/gallery/full_size/map_213.jpg,Ginger Crain,1965,Madison,"Marshall, KY",Berea College Special Collections and Archives,Rights Reserved by: Ginger Crain,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.7742538,-84.2934421,10,,
"Elkin, SC by Harold C. Weatherman",214,http://mappalachia.org/pictures/gallery/full_size/map_214.jpg,Harold C. Weatherman,1965,Surry Wikes,"Elkin, SC",Berea College Special Collections and Archives,Rights Reserved by: Harold C. Weatherman,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.2443012,-80.8484043,10,,
"Pinsofork, KY by JB Trout Jr.",215,http://mappalachia.org/pictures/gallery/full_size/map_215.jpg,JB Trout Jr.,1965,Pike,"Pinsofork, KY",Berea College Special Collections and Archives,Rights Reserved by: JB Trout Jr.,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.5530492,-82.2635832,10,,
"Frakes, KY by Scott Fuition",216,http://mappalachia.org/pictures/gallery/full_size/map_216.jpg,Scott Fuition,,Bell,"Frakes, KY",Berea College Special Collections and Archives,Rights Reserved by: Scott Fuition,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.6428605,-83.9277019,10,,
"Harper, KY by Sharon",217,http://mappalachia.org/pictures/gallery/full_size/map_217.jpg,Sharon,,Lincoln,"Harper, KY",Berea College Special Collections and Archives,Rights Reserved by: Sharon,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.8017566,-83.1957305,10,,
"Sycamore Hollow, KY by Shasta Ratliff",218,http://mappalachia.org/pictures/gallery/full_size/map_218.jpg,Shasta Ratliff,1969,Pike,"Sycamore Hollow, KY",Berea College Special Collections and Archives,Rights Reserved by: Shasta Ratliff,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.8393332,-84.2700179,10,,
"Jefferson City, KY by Sylvia Barnett",219,http://mappalachia.org/pictures/gallery/full_size/map_219.jpg,Sylvia Barnett,1956,Jefferson,"Jefferson City, KY",Berea College Special Collections and Archives,Rights Reserved by: Sylvia Barnett,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.122311,-83.492396,10,,
"Ary, KY by Teresa Combs",220,http://mappalachia.org/pictures/gallery/full_size/map_220.jpg,Teresa Combs,1968,Perry,"Ary, KY",Berea College Special Collections and Archives,Rights Reserved by: Teresa Combs,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.3664841,-83.1507268,10,,
"Ansted, WV by Thelma Rose",221,http://mappalachia.org/pictures/gallery/full_size/map_221.jpg,Thelma Rose,,Fayette,"Ansted, WV",Berea College Special Collections and Archives,Rights Reserved by: Thelma Rose,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.1362201,-81.0995479,10,,
"Mt. Victory, KY by Tom Van Sant",222,http://mappalachia.org/pictures/gallery/full_size/map_222.jpg,Tom Van Sant,,Pulaski,"Mt. Victory, KY",Berea College Special Collections and Archives,Rights Reserved by: Tom Van Sant,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.0292483,-84.386326,10,,
"Elkin, NC by Tony Snow",223,http://mappalachia.org/pictures/gallery/full_size/map_223.jpg,Tony Snow,1959,Surry Wikes,"Elkin, NC",Berea College Special Collections and Archives,Rights Reserved by: Tony Snow,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.2443012,-80.8484043,10,,
"Berea, KY by Walen Craft",224,http://mappalachia.org/pictures/gallery/full_size/map_224.jpg,Walen Craft,,Madison,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: Walen Craft,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.568694,-84.2963223,10,,
"Berea, KY by Walter Olin",225,http://mappalachia.org/pictures/gallery/full_size/map_225.jpg,Walter Olin,,Madison,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: Walter Olin,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.568694,-84.2963223,10,,
"Fountain City, TN by Walter Perry",226,http://mappalachia.org/pictures/gallery/full_size/map_226.jpg,Walter Perry,,Knox,"Fountain City, TN",Berea College Special Collections and Archives,Rights Reserved by: Walter Perry,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.0349099,-83.9321918,10,,
"Erwin, TN by Hobert Hampton",227,http://mappalachia.org/pictures/gallery/full_size/map_227.jpg,Hobert Hampton,1952,Unicoi,"Erwin, TN",Berea College Special Collections and Archives,Rights Reserved by: Hobert Hampton,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.1451082,-82.4168055,10,,
"Nepton, KY by joyce Tolliver",228,http://mappalachia.org/pictures/gallery/full_size/map_228.jpg,joyce Tolliver,1961,Fleming,"Nepton, KY",Berea College Special Collections and Archives,Rights Reserved by: joyce Tolliver,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.4353542,-83.8340883,10,,
"Somerset, KY by Gary Cooke",229,http://mappalachia.org/pictures/gallery/full_size/map_229.jpg,Gary Cooke,1961,Pulaski,"Somerset, KY",Berea College Special Collections and Archives,Rights Reserved by: Gary Cooke,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.0920222,-84.6041084,10,,
"Vicco, KY by Kash Mullins",230,http://mappalachia.org/pictures/gallery/full_size/map_230.jpg,Kash Mullins,1961,Perry,"Vicco, KY",Berea College Special Collections and Archives,Rights Reserved by: Kash Mullins,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.2156521,-83.0615548,10,,
"Cincinnati, OH by Pat Powell",231,http://mappalachia.org/pictures/gallery/full_size/map_231.jpg,Pat Powell,1961,Hamilton,"Cincinnati, OH",Berea College Special Collections and Archives,Rights Reserved by: Pat Powell,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,39.1031182,-84.5120196,10,,
"Three Mile, NC by Wayne Carpenter",232,http://mappalachia.org/pictures/gallery/full_size/map_232.jpg,Wayne Carpenter,1961,Avery,"Three Mile, NC",Berea College Special Collections and Archives,Rights Reserved by: Wayne Carpenter,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.9851266,-81.9784479,10,,
"Lancaster, KY by Willie Frances Moore",233,http://mappalachia.org/pictures/gallery/full_size/map_233.jpg,Willie Frances Moore,1961,Garrard,"Lancaster, KY",Berea College Special Collections and Archives,Rights Reserved by: Willie Frances Moore,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.6195246,-84.5779957,10,,
"Tina, KY by Richard Deaton",234,http://mappalachia.org/pictures/gallery/full_size/map_234.jpg,Richard Deaton,1961,Knott,"Tina, KY",Berea College Special Collections and Archives,Rights Reserved by: Richard Deaton,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.3612083,-83.0196098,10,,
"Berea, KY by Bill Stark",235,http://mappalachia.org/pictures/gallery/full_size/map_235.jpg,Bill Stark,1962,Madison,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: Bill Stark,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.568694,-84.2963223,10,,
"Tomahawk, KY by Don Spence",236,http://mappalachia.org/pictures/gallery/full_size/map_236.jpg,Don Spence,1962,Martin,"Tomahawk, KY",Berea College Special Collections and Archives,Rights Reserved by: Don Spence,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.8687052,-82.5970983,10,,
"Ashland, KY by Donna Le Master",237,http://mappalachia.org/pictures/gallery/full_size/map_237.jpg,Donna Le Master,1962,Boyd,"Ashland, KY",Berea College Special Collections and Archives,Rights Reserved by: Donna Le Master,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.4784144,-82.6379387,10,,
"Welch, WV by Elton White",238,http://mappalachia.org/pictures/gallery/full_size/map_238.jpg,Elton White,1962,McDowell,"Welch, WV",Berea College Special Collections and Archives,Rights Reserved by: Elton White,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.4328913,-81.5845513,10,,
"Fayetteville, WV by Jo Anne McClelland",239,http://mappalachia.org/pictures/gallery/full_size/map_239.jpg,Jo Anne McClelland,1962,Fayette,"Fayetteville, WV",Berea College Special Collections and Archives,Rights Reserved by: Jo Anne McClelland,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.0528884,-81.1039911,10,,
"Coeburn, VA by Naomi McConnell",240,http://mappalachia.org/pictures/gallery/full_size/map_240.jpg,Naomi McConnell,1962,Wise,"Coeburn, VA",Berea College Special Collections and Archives,Rights Reserved by: Naomi McConnell,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.9439917,-82.4640401,10,,
"Wytheville, KY by Penny Hale",241,http://mappalachia.org/pictures/gallery/full_size/map_241.jpg,Penny Hale,1962,Wythe,"Wytheville, KY",Berea College Special Collections and Archives,Rights Reserved by: Penny Hale,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.9551408,-81.0993425,10,,
"Cartersville, GA by Ruth Lanier",242,http://mappalachia.org/pictures/gallery/full_size/map_242.jpg,Ruth Lanier,1962,Bartow,"Cartersville, GA",Berea College Special Collections and Archives,Rights Reserved by: Ruth Lanier,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,34.1650972,-84.7999382,10,,
"Fort Gay, WV by Carlos R. Jackson",243,http://mappalachia.org/pictures/gallery/full_size/map_243.jpg,Carlos R. Jackson,1963,Wayne,"Fort Gay, WV",Berea College Special Collections and Archives,Rights Reserved by: Carlos R. Jackson,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.1161988,-82.5957118,10,,
"Lost Creek, KY by Doris Jean Watts",244,http://mappalachia.org/pictures/gallery/full_size/map_244.jpg,Doris Jean Watts,1963,Breathitt,"Lost Creek, KY",Berea College Special Collections and Archives,Rights Reserved by: Doris Jean Watts,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.4790876,-83.3228226,10,,
"Coeburn, KY by Jack Cassell",245,http://mappalachia.org/pictures/gallery/full_size/map_245.jpg,Jack Cassell,1963,Wise,"Coeburn, KY",Berea College Special Collections and Archives,Rights Reserved by: Jack Cassell,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.9423179,-82.4749766,10,,
"Prater, VA by James C. Owens",246,http://mappalachia.org/pictures/gallery/full_size/map_246.jpg,James C. Owens,1963,Buchanan,"Prater, VA",Berea College Special Collections and Archives,Rights Reserved by: James C. Owens,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.2131657,-82.1968054,10,,
"Holden, VA by Anonymous",247,http://mappalachia.org/pictures/gallery/full_size/map_247.jpg,Anonymous,,Logan,"Holden, VA",Berea College Special Collections and Archives,Rights Reserved by: ,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.8242695,-82.0595727,10,,
"Exeter, VA by Jim Lawson",248,http://mappalachia.org/pictures/gallery/full_size/map_248.jpg,Jim Lawson,,Wise,"Exeter, VA",Berea College Special Collections and Archives,Rights Reserved by: Jim Lawson,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.8759276,-82.8540508,10,,
"London, KY by Jim O\'Bryan",249,http://mappalachia.org/pictures/gallery/full_size/map_249.jpg,Jim O\'Bryan,,Laurel,"London, KY",Berea College Special Collections and Archives,Rights Reserved by: Jim O\'Bryan,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.1289771,-84.0832646,10,,
"Springfield, OH by Joan Williams",250,http://mappalachia.org/pictures/gallery/full_size/map_250.jpg,Joan Williams,,Clark,"Springfield, OH",Berea College Special Collections and Archives,Rights Reserved by: Joan Williams,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,39.9242266,-83.8088171,10,,
"Pine Knot, KY by Joyce Cooper",251,http://mappalachia.org/pictures/gallery/full_size/map_251.jpg,Joyce Cooper,,Mc Creary,"Pine Knot, KY",Berea College Special Collections and Archives,Rights Reserved by: Joyce Cooper,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.6509124,-84.4385489,10,,
"Lancaster, KY by Anonymous",252,http://mappalachia.org/pictures/gallery/full_size/map_252.jpg,Anonymous,,Garrard,"Lancaster, KY",Berea College Special Collections and Archives,Rights Reserved by: ,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.6195246,-84.5779957,10,,
"Grahn, KY by Larry Carroll",253,http://mappalachia.org/pictures/gallery/full_size/map_253.jpg,Larry Carroll,1964,Carter,"Grahn, KY",Berea College Special Collections and Archives,Rights Reserved by: Larry Carroll,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.2836924,-83.0751728,10,,
"Beckley, KY by Larry Sweeney",254,http://mappalachia.org/pictures/gallery/full_size/map_254.jpg,Larry Sweeney,,Raleigh,"Beckley, KY",Berea College Special Collections and Archives,Rights Reserved by: Larry Sweeney,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.7781702,-81.1881557,10,,
"Beckley, WV by Linda Farley",255,http://mappalachia.org/pictures/gallery/full_size/map_255.jpg,Linda Farley,1973,Raleigh,"Beckley, WV",Berea College Special Collections and Archives,Rights Reserved by: Linda Farley,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.7781702,-81.1881557,10,,
"Lenoir, TN by Linda Wilburn",256,http://mappalachia.org/pictures/gallery/full_size/map_256.jpg,Linda Wilburn,1970,Knoxville,"Lenoir, TN",Berea College Special Collections and Archives,Rights Reserved by: Linda Wilburn,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.7972998,-84.2560299,10,,
"Lafayette, GA by Lonna Hurley",257,http://mappalachia.org/pictures/gallery/full_size/map_257.jpg,Lonna Hurley,1970,Walker,"Lafayette, GA",Berea College Special Collections and Archives,Rights Reserved by: Lonna Hurley,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,34.7048022,-85.2818998,10,,
"Henersonville, TN by Loretta Bryson",259,http://mappalachia.org/pictures/gallery/full_size/map_259.jpg,Loretta Bryson,1970,Summer,"Henersonville, TN",Berea College Special Collections and Archives,Rights Reserved by: Loretta Bryson,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.3047735,-86.6199957,10,,
"Montgomery, AL by Lori Dice",260,http://mappalachia.org/pictures/gallery/full_size/map_260.jpg,Lori Dice,1976,Montgomery,"Montgomery, AL",Berea College Special Collections and Archives,Rights Reserved by: Lori Dice,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,32.3792233,-86.3077368,10,,
"Pierce, KY by Margaret Curry",261,http://mappalachia.org/pictures/gallery/full_size/map_261.jpg,Margaret Curry,,Green,"Pierce, KY",Berea College Special Collections and Archives,Rights Reserved by: Margaret Curry,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.1864465,-85.6077456,10,,
"Stevenson, AL by Mary Bramlett",262,http://mappalachia.org/pictures/gallery/full_size/map_262.jpg,Mary Bramlett,1958,Jackson,"Stevenson, AL",Berea College Special Collections and Archives,Rights Reserved by: Mary Bramlett,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,34.8686932,-85.8394199,10,,
"Burnsville, NC by Mike Dayton",263,http://mappalachia.org/pictures/gallery/full_size/map_263.jpg,Mike Dayton,,Yancey,"Burnsville, NC",Berea College Special Collections and Archives,Rights Reserved by: Mike Dayton,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.9173357,-82.300961,10,,
"Burnsville, NC by Mike Dayton",264,http://mappalachia.org/pictures/gallery/full_size/map_264.jpg,Mike Dayton,,Yancey,"Burnsville, NC",Berea College Special Collections and Archives,Rights Reserved by: Mike Dayton,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.9173357,-82.300961,10,,
"Smithville, TN by Pam Billings",265,http://mappalachia.org/pictures/gallery/full_size/map_265.jpg,Pam Billings,,Dekalb,"Smithville, TN",Berea College Special Collections and Archives,Rights Reserved by: Pam Billings,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.9606185,-85.8141516,10,,
"Middleburg, KY by Randy Miller",266,http://mappalachia.org/pictures/gallery/full_size/map_266.jpg,Randy Miller,,Casey,"Middleburg, KY",Berea College Special Collections and Archives,Rights Reserved by: Randy Miller,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.3578532,-84.8210603,10,,
"Wheelwright, KY by Anonymous",267,http://mappalachia.org/pictures/gallery/full_size/map_267.jpg,Anonymous,,Floyd,"Wheelwright, KY",Berea College Special Collections and Archives,Rights Reserved by: ,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.3326024,-82.7209904,10,,
"Midway, VA by Guy Henrick",268,http://mappalachia.org/pictures/gallery/full_size/map_268.jpg,Guy Henrick,,Lee,"Midway, VA",Berea College Special Collections and Archives,Rights Reserved by: Guy Henrick,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.5869131,-79.6376537,10,,
"Wesser, NC by Jack Dills",269,http://mappalachia.org/pictures/gallery/full_size/map_269.jpg,Jack Dills,1958,Swain,"Wesser, NC",Berea College Special Collections and Archives,Rights Reserved by: Jack Dills,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.4309291,-83.4473809,10,,
"Flemingsburg, KY by James Waddell",270,http://mappalachia.org/pictures/gallery/full_size/map_270.jpg,James Waddell,1953,Fleming,"Flemingsburg, KY",Berea College Special Collections and Archives,Rights Reserved by: James Waddell,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.4222995,-83.7338076,10,,
"Madison, WV by John D. Bradley",271,http://mappalachia.org/pictures/gallery/full_size/map_271.jpg,John D. Bradley,,Boone,"Madison, WV",Berea College Special Collections and Archives,Rights Reserved by: John D. Bradley,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.0670454,-81.8192892,10,,
"Cobb, GA by Judy McLaughlin",272,http://mappalachia.org/pictures/gallery/full_size/map_272.jpg,Judy McLaughlin,,Sumter,"Cobb, GA",Berea College Special Collections and Archives,Rights Reserved by: Judy McLaughlin,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,31.9590772,-83.9884612,10,,
"Belfry, KY by Judy Myers",273,http://mappalachia.org/pictures/gallery/full_size/map_273.jpg,Judy Myers,1963,Pike,"Belfry, KY",Berea College Special Collections and Archives,Rights Reserved by: Judy Myers,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.6203804,-82.2690293,10,,
"Climax, KY by June Mullins",274,http://mappalachia.org/pictures/gallery/full_size/map_274.jpg,June Mullins,,Rockcastle,"Climax, KY",Berea College Special Collections and Archives,Rights Reserved by: June Mullins,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.4698069,-84.2249331,10,,
"Cattlettsburg, OH by Katie Bateman",275,http://mappalachia.org/pictures/gallery/full_size/map_275.jpg,Katie Bateman,,Boyd,"Cattlettsburg, OH",Berea College Special Collections and Archives,Rights Reserved by: Katie Bateman,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.4048042,-82.6004369,10,,
"Berea, KY by Ken Farley",276,http://mappalachia.org/pictures/gallery/full_size/map_276.jpg,Ken Farley,1963,Madison,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: Ken Farley,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.568694,-84.2963223,10,,
"Middleburg, KY by Larry Blondell",277,http://mappalachia.org/pictures/gallery/full_size/map_277.jpg,Larry Blondell,,Bell,"Middleburg, KY",Berea College Special Collections and Archives,Rights Reserved by: Larry Blondell,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.2846045,-85.0290108,10,,
"Franklin, NC by Lattie M. Corbin",278,http://mappalachia.org/pictures/gallery/full_size/map_278.jpg,Lattie M. Corbin,,Macon,"Franklin, NC",Berea College Special Collections and Archives,Rights Reserved by: Lattie M. Corbin,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.1823171,-83.3815429,10,,
"Berea, KY by Lee C. Hahn",279,http://mappalachia.org/pictures/gallery/full_size/map_279.jpg,Lee C. Hahn,1966,Madison,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: Lee C. Hahn,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.568694,-84.2963223,10,,
"Canada, KY by Leona Baldwin",280,http://mappalachia.org/pictures/gallery/full_size/map_280.jpg,Leona Baldwin,1957,Pike,"Canada, KY",Berea College Special Collections and Archives,Rights Reserved by: Leona Baldwin,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.6061055,-82.3246094,10,,
"Levale, WV by Leo S. Arnold",281,http://mappalachia.org/pictures/gallery/full_size/map_281.jpg,Leo S. Arnold,1963,,"Levale, WV",Berea College Special Collections and Archives,Rights Reserved by: Leo S. Arnold,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.9662186,-81.5251113,10,,
"Gallagher, WV by Lois McCarthy",282,http://mappalachia.org/pictures/gallery/full_size/map_282.jpg,Lois McCarthy,1954,Kanawha,"Gallagher, WV",Berea College Special Collections and Archives,Rights Reserved by: Lois McCarthy,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.1731604,-81.4017802,10,,
"Hazard, KY by Lonnie Moore",283,http://mappalachia.org/pictures/gallery/full_size/map_283.jpg,Lonnie Moore,,Perry,"Hazard, KY",Berea College Special Collections and Archives,Rights Reserved by: Lonnie Moore,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.24954,-83.1932284,10,,
"Berea, KY by Louis Crawford",284,http://mappalachia.org/pictures/gallery/full_size/map_284.jpg,Louis Crawford,,Madison,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: Louis Crawford,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.568694,-84.2963223,10,,
"Hayesville, NC by Lucy Roizer",285,http://mappalachia.org/pictures/gallery/full_size/map_285.jpg,Lucy Roizer,,Clay,"Hayesville, NC",Berea College Special Collections and Archives,Rights Reserved by: Lucy Roizer,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.0462003,-83.8179527,10,,
"Berea, KY by Lydia J. Evans",286,http://mappalachia.org/pictures/gallery/full_size/map_286.jpg,Lydia J. Evans,,Madison,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: Lydia J. Evans,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.568694,-84.2963223,10,,
"Gentry Town, WV by A. Yablonski",287,http://mappalachia.org/pictures/gallery/full_size/map_287.jpg,A. Yablonski,1949,,"Gentry Town, WV",Berea College Special Collections and Archives,Rights Reserved by: A. Yablonski,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.9568152,-81.1614268,10,,
"Berea, KY by Ambrose",288,http://mappalachia.org/pictures/gallery/full_size/map_288.jpg,Ambrose,1949,Madison,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: Ambrose,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.568694,-84.2963223,10,,
"Beattyville, KY by Cora Jean Little",289,http://mappalachia.org/pictures/gallery/full_size/map_289.jpg,Cora Jean Little,1949,Lee,"Beattyville, KY",Berea College Special Collections and Archives,Rights Reserved by: Cora Jean Little,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.5717532,-83.7068597,10,,
"Banner, VA by Elizabeth Thomas",290,http://mappalachia.org/pictures/gallery/full_size/map_290.jpg,Elizabeth Thomas,1949,Wise,"Banner, VA",Berea College Special Collections and Archives,Rights Reserved by: Elizabeth Thomas,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.9495476,-82.4295938,10,,
"Rupert, WV by Grace Turner",291,http://mappalachia.org/pictures/gallery/full_size/map_291.jpg,Grace Turner,1949,Greenbirer,"Rupert, WV",Berea College Special Collections and Archives,Rights Reserved by: Grace Turner,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.9631733,-80.6895314,10,,
"Wytheville, VA by Henry Sutherland",292,http://mappalachia.org/pictures/gallery/full_size/map_292.jpg,Henry Sutherland,1949,Wythe,"Wytheville, VA",Berea College Special Collections and Archives,Rights Reserved by: Henry Sutherland,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.9484528,-81.084811,10,,
